"AnimalID","feedlot","cohort","set13","brd50","inductionweight","mix_final","BVDV_PI_origin_FINAL","age_ind_est_m","PV_pre2_final","BVDV1","BVDV_binary","mix_final_v1","BVDV_PI_origin_FINAL_v1","age","weight"
"951 000009842996","9","MG06","MG06NF560404",0,500,"yes no 4-9","TI but no PI in cohort",21,"0","2",1,"yes no","TI but no PI in cohort",0.21,0.5
"951 000009843364","9","MG06","MG06NF560404",0,435,"yes no 4-9","TI but no PI in cohort",21,"0","5",1,"yes no","TI but no PI in cohort",0.21,0.435
"951 000009958103","4","CR05","CR05ND262542",1,416,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.416
"951 000009958118","4","CR05","CR05ND262542",1,412,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.412
"951 000009958278","4","CR05","CR05ND262542",1,424,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.424
"951 000009958394","4","CR05","CR05ND262542",1,441,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.441
"951 000009958477","4","CR05","CR05ND262542",1,470,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.47
"951 000009958516","4","CR05","CR05ND262542",1,449,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.449
"951 000009958624","4","CR05","CR05ND262542",1,475,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.475
"951 000009958884","4","CR05","CR05ND262542",1,451,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.451
"951 000009959228","4","CR05","CR05ND262542",1,492,"no no 10+","PI animal in cohort",23,"0","2",1,"no no","PI animal in cohort",0.23,0.492
"951 000009959428","4","CR05","CR05ND262542",1,437,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.437
"951 000009959766","4","CR05","CR05ND262542",1,469,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.469
"951 000009959787","4","CR05","CR05ND262542",1,476,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.476
"951 000009959871","4","CR05","CR05ND262542",0,480,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.48
"951 000009959910","4","CR05","CR05ND262542",1,494,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.494
"951 000009959926","4","CR05","CR05ND262542",1,422,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.422
"951 000009959972","4","CR05","CR05ND262542",1,502,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.502
"951 000010100655","8","KW12","KW12QJJD0200",0,404,"yes no 2-3","no BVDV in cohort",13,"1","5",1,"yes no","no BVDV in cohort",0.13,0.404
"951 000010733113","2","BC04","BC04QFIL0193",1,440,"yes no 10+","TI but no PI in cohort",16,"1","4",1,"yes no","TI but no PI in cohort",0.16,0.44
"951 000010763094","4","CR04","CR04NC504298",1,467,"no no 10+","PI animal in cohort",20,"0","0",0,"no no","PI animal in cohort",0.2,0.467
"951 000010763946","2","BC02","BC02NF282854",0,484,"yes no 10+","PI animal in cohort",28,"0","0",0,"yes no","PI animal in cohort",0.28,0.484
"951 000010812189","2","BC02","BC02NF282854",0,456,"yes no 10+","PI animal in cohort",28,"0","0",0,"yes no","PI animal in cohort",0.28,0.456
"951 000011497429","8","KW04","KW04QHWM0435",0,400,"yes no no","no BVDV in cohort",13,"0","1",1,"yes no","no BVDV in cohort",0.13,0.4
"951 000011636298","8","KW13","KW13QKTA0504",0,376,"yes no no","no BVDV in cohort",15,"0","3",1,"yes no","no BVDV in cohort",0.15,0.376
"951 000011747381","8","KW04","KW04QHWM0435",0,368,"yes no no","no BVDV in cohort",13,"0","4",1,"yes no","no BVDV in cohort",0.13,0.368
"951 000011757519","8","KW04","KW04QHWM0435",0,352,"yes no no","no BVDV in cohort",13,"0","4",1,"yes no","no BVDV in cohort",0.13,0.352
"951 000011770804","4","CR05","CR05ND262542",1,447,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.447
"951 000011806894","4","CR05","CR05ND262542",1,394,"no no 10+","PI animal in cohort",23,"0","1",1,"no no","PI animal in cohort",0.23,0.394
"951 000011810576","4","CR05","CR05ND262542",1,428,"no no 10+","PI animal in cohort",23,"0","0",0,"no no","PI animal in cohort",0.23,0.428
"951 000011987780","7","JL08","JL08ND290287",0,428,"no no 2-3","no BVDV in cohort",22,"0","5",1,"no no","no BVDV in cohort",0.22,0.428
"951 000012019572","4","CR12","CR12NC023558",1,445,"yes no 10+","TI but no PI in cohort",20,"0","4",1,"yes no","TI but no PI in cohort",0.2,0.445
"951 000012099846","8","KW05","KW05QGWM0118",0,348,"yes no no","TI but no PI in cohort",15,"0","0",0,"yes no","TI but no PI in cohort",0.15,0.348
"951 000012108488","7","JL07","JL07NJ150568",1,412,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.412
"951 000012126727","7","JL07","JL07NJ150568",1,382,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.382
"951 000012138913","2","BC02","BC02NF282854",1,442,"yes no 10+","PI animal in cohort",28,"0","5",1,"yes no","PI animal in cohort",0.28,0.442
"951 000012236572","7","JL05","JL05NG321405",1,412,"no no 4-9","TI but no PI in cohort",20,"0","0",0,"no no","TI but no PI in cohort",0.2,0.412
"951 000012276107","7","JL07","JL07NJ150568",1,420,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.42
"951 000012276504","7","JL07","JL07NJ150568",1,448,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.448
"951 000012438739","8","KW12","KW12QJJD0200",0,404,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.404
"951 000012543500","4","CR10","CR10NK520997",0,431,"yes no 10+","PI animal in cohort",18,"0","0",0,"yes no","PI animal in cohort",0.18,0.431
"951 000012735807","4","CR11","CR11NE431707",1,428,"yes no 4-9","PI animal in cohort",16,"1","0",0,"yes no","PI animal in cohort",0.16,0.428
"951 000012778553","2","BC03","BC03NH251023",1,498,"yes no 10+","PI animal in cohort",20,"1","1",1,"yes no","PI animal in cohort",0.2,0.498
"951 000012778635","2","BC03","BC03NH251023",0,496,"yes no 10+","PI animal in cohort",20,"1","0",0,"yes no","PI animal in cohort",0.2,0.496
"951 000012783371","4","CR10","CR10NK520997",0,452,"yes no 10+","PI animal in cohort",18,"0","2",1,"yes no","PI animal in cohort",0.18,0.452
"951 000012795422","7","JL05","JL05ND292020",0,398,"yes no 4-9","TI but no PI in cohort",18,"0","4",1,"yes no","TI but no PI in cohort",0.18,0.398
"951 000012796110","1","AS02","AS02NF440437",1,384,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.384
"951 000012796751","1","AS02","AS02NF440437",1,391,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.391
"951 000012796838","1","AS02","AS02NF440437",1,363,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.363
"951 000012796909","7","JL05","JL05ND292020",0,416,"yes no 4-9","TI but no PI in cohort",18,"0","4",1,"yes no","TI but no PI in cohort",0.18,0.416
"951 000012989085","2","BC03","BC03NH251023",0,482,"yes no 10+","PI animal in cohort",20,"1","0",0,"yes no","PI animal in cohort",0.2,0.482
"951 000012991462","2","BC03","BC03NH251023",0,498,"yes no 10+","PI animal in cohort",20,"1","1",1,"yes no","PI animal in cohort",0.2,0.498
"951 000012992146","2","BC03","BC03NH251023",0,490,"yes no 10+","PI animal in cohort",20,"1","2",1,"yes no","PI animal in cohort",0.2,0.49
"951 000012992826","7","JL03","JL03ND290906",0,416,"no no 4-9","TI but no PI in cohort",14,"0","4",1,"no no","TI but no PI in cohort",0.14,0.416
"951 000013038413","10","PC11","PC113ALBT124",1,445,"yes no 4-9","PI animal in cohort",16,"0","2",1,"yes no","PI animal in cohort",0.16,0.445
"951 000013051714","8","KW05","KW05QGWM0118",0,366,"yes no no","TI but no PI in cohort",15,"0","0",0,"yes no","TI but no PI in cohort",0.15,0.366
"951 000013051887","8","KW05","KW05QGWM0118",0,346,"yes no no","TI but no PI in cohort",15,"0","4",1,"yes no","TI but no PI in cohort",0.15,0.346
"951 000013066552","1","AS02","AS02NF440437",1,349,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.349
"951 000013066592","1","AS02","AS02NF440437",0,355,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.355
"951 000013066759","1","AS02","AS02NF440437",1,385,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.385
"951 000013066837","1","AS02","AS02NF440437",1,369,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.369
"951 000013066907","1","AS02","AS02NF440437",1,375,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.375
"951 000013066927","1","AS02","AS02NF440437",1,338,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.338
"951 000013066968","1","AS02","AS02NF440437",0,401,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.401
"951 000013067329","1","AS02","AS02NF440437",1,352,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.352
"951 000013067426","1","AS02","AS02NF440437",1,383,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.383
"951 000013067458","1","AS02","AS02NF440437",0,396,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.396
"951 000013067658","1","AS02","AS02NF440437",0,440,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.44
"951 000013067951","1","AS02","AS02NF440437",1,404,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.404
"951 000013067996","1","AS02","AS02NF440437",0,379,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.379
"951 000013068040","1","AS02","AS02NF440437",1,359,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.359
"951 000013068215","1","AS02","AS02NF440437",1,360,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.36
"951 000013068234","1","AS02","AS02NF440437",1,368,"no no 10+","PI animal in cohort",21,"0","0",0,"no no","PI animal in cohort",0.21,0.368
"951 000013068398","1","AS02","AS02NF440437",0,374,"no no 10+","PI animal in cohort",21,"0","1",1,"no no","PI animal in cohort",0.21,0.374
"951 000013080618","2","BC03","BC03NH251023",1,476,"yes no 10+","PI animal in cohort",20,"1","4",1,"yes no","PI animal in cohort",0.2,0.476
"951 000013200234","10","PC11","PC113ALBT124",1,435,"yes no 4-9","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.435
"951 000013293344","10","PC05","PC053TWJR019",0,446,"yes no 10+","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.446
"951 000013293501","10","PC05","PC053TWJR019",1,472,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.472
"951 000013294059","10","PC05","PC053TWJR019",0,458,"yes no 10+","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.458
"951 000013295352","2","BC16","BC16QKIL0248",0,460,"yes no 4-9","TI but no PI in cohort",25,"0","0",0,"yes no","TI but no PI in cohort",0.25,0.46
"951 000013380131","4","CR12","CR12NC023558",1,472,"yes no 10+","TI but no PI in cohort",20,"0","5",1,"yes no","TI but no PI in cohort",0.2,0.472
"951 000013447273","7","JL05","JL05ND292020",1,410,"yes no 4-9","TI but no PI in cohort",18,"0","4",1,"yes no","TI but no PI in cohort",0.18,0.41
"951 000013447537","7","JL05","JL05ND292020",1,406,"yes no 4-9","TI but no PI in cohort",18,"0","4",1,"yes no","TI but no PI in cohort",0.18,0.406
"951 000013447826","7","JL05","JL05ND292020",1,430,"yes no 4-9","TI but no PI in cohort",18,"0","1",1,"yes no","TI but no PI in cohort",0.18,0.43
"951 000013487279","7","JL03","JL03ND290906",0,406,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.406
"951 000013487869","7","JL03","JL03ND290906",0,398,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.398
"951 000013488452","7","JL03","JL03ND290906",1,412,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.412
"951 000013495506","7","JL03","JL03ND290906",0,424,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.424
"951 000013495574","7","JL03","JL03ND290906",0,380,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.38
"951 000013496518","7","JL03","JL03ND290906",0,378,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.378
"951 000013511480","7","JL03","JL03ND290906",0,380,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.38
"951 000013511610","7","JL03","JL03ND290906",1,396,"no no 4-9","TI but no PI in cohort",14,"0","3",1,"no no","TI but no PI in cohort",0.14,0.396
"951 000013512336","7","JL03","JL03ND290906",0,410,"no no 4-9","TI but no PI in cohort",14,"0","4",1,"no no","TI but no PI in cohort",0.14,0.41
"951 000013520164","7","JL03","JL03ND290906",1,412,"no no 4-9","TI but no PI in cohort",14,"0","3",1,"no no","TI but no PI in cohort",0.14,0.412
"951 000013520755","7","JL03","JL03ND290906",0,410,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.41
"951 000013536852","4","CR12","CR12NK251301",1,470,"yes no 10+","TI but no PI in cohort",19,"0","5",1,"yes no","TI but no PI in cohort",0.19,0.47
"951 000013599211","10","PC11","PC113ALBT124",1,466,"yes no 4-9","PI animal in cohort",16,"0","2",1,"yes no","PI animal in cohort",0.16,0.466
"951 000013621654","2","BC03","BC03NI020876",0,468,"yes no 10+","PI animals in original group",19,"0","3",1,"yes no","PI animal before cohort",0.19,0.468
"951 000013621993","2","BC03","BC03NI020876",1,488,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.488
"951 000013622586","2","BC03","BC03NI020876",0,494,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.494
"951 000013622598","2","BC03","BC03NI020876",1,492,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.492
"951 000013623184","2","BC03","BC03NI020876",1,438,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.438
"951 000013643028","7","JL03","JL03ND290906",1,450,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.45
"951 000013644753","2","BC07","BC07QEBR0008",0,434,"no no 10+","PI animals in original group",18,"0","4",1,"no no","PI animal before cohort",0.18,0.434
"951 000013644956","2","BC07","BC07QEBR0008",0,476,"no no 10+","PI animals in original group",18,"0","3",1,"no no","PI animal before cohort",0.18,0.476
"951 000013644978","8","KW05","KW05QGWM0118",0,340,"yes no no","TI but no PI in cohort",15,"0","0",0,"yes no","TI but no PI in cohort",0.15,0.34
"951 000013646012","2","BC07","BC07QEBR0008",0,444,"no no 10+","PI animals in original group",18,"0","0",0,"no no","PI animal before cohort",0.18,0.444
"951 000013646163","7","JL03","JL03ND290906",0,380,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.38
"951 000013646227","7","JL03","JL03ND290906",1,442,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.442
"951 000013646569","7","JL03","JL03ND290906",1,420,"no no 4-9","TI but no PI in cohort",14,"0","0",0,"no no","TI but no PI in cohort",0.14,0.42
"951 000013649671","4","CR09","CR09NK520997",1,416,"yes no 4-9","TI but no PI in cohort",17,"0","5",1,"yes no","TI but no PI in cohort",0.17,0.416
"951 000013651037","8","KW13","KW13QKTA0504",0,406,"yes no no","no BVDV in cohort",15,"0","5",1,"yes no","no BVDV in cohort",0.15,0.406
"951 000013663598","8","KW04","KW04QHWM0435",0,362,"yes no no","no BVDV in cohort",13,"0","4",1,"yes no","no BVDV in cohort",0.13,0.362
"951 000013759056","7","JL07","JL07NJ150568",1,448,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.448
"951 000013761196","7","JL07","JL07NJ150568",1,360,"no no 4-9","TI but no PI in cohort",22,"0","4",1,"no no","TI but no PI in cohort",0.22,0.36
"951 000013762032","7","JL07","JL07NJ150568",0,410,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.41
"951 000013762102","7","JL07","JL07NJ150568",1,412,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.412
"951 000013762104","7","JL07","JL07NJ150568",1,388,"no no 4-9","TI but no PI in cohort",22,"0","4",1,"no no","TI but no PI in cohort",0.22,0.388
"951 000013762273","7","JL07","JL07NJ150568",1,482,"no no 4-9","TI but no PI in cohort",22,"0","4",1,"no no","TI but no PI in cohort",0.22,0.482
"951 000013762467","7","JL07","JL07NJ150568",1,442,"no no 4-9","TI but no PI in cohort",22,"0","3",1,"no no","TI but no PI in cohort",0.22,0.442
"951 000013762678","7","JL07","JL07NJ150568",1,406,"no no 4-9","TI but no PI in cohort",22,"0","5",1,"no no","TI but no PI in cohort",0.22,0.406
"951 000013762681","7","JL07","JL07NJ150568",1,446,"no no 4-9","TI but no PI in cohort",22,"0","0",0,"no no","TI but no PI in cohort",0.22,0.446
"951 000013827127","10","PC08","PC08NI200789",1,527,"no no 10+","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.527
"951 000013827932","10","PC08","PC08NI200789",1,509,"no no 10+","PI animal in cohort",15,"0","5",1,"no no","PI animal in cohort",0.15,0.509
"951 000013827953","10","PC08","PC08NI200789",1,524,"no no 10+","PI animal in cohort",15,"0","0",0,"no no","PI animal in cohort",0.15,0.524
"951 000013891887","2","BC01","BC01QDBR0057",1,384,"no no 4-9","PI animal in cohort",13,"0","4",1,"no no","PI animal in cohort",0.13,0.384
"951 000013892023","2","BC01","BC01QDBR0057",1,380,"no no 4-9","PI animal in cohort",13,"0","3",1,"no no","PI animal in cohort",0.13,0.38
"951 000013892330","2","BC01","BC01QDBR0057",0,382,"no no 4-9","PI animal in cohort",13,"0","5",1,"no no","PI animal in cohort",0.13,0.382
