"AnimalID","feedlot","cohort","set13","brd50","inductionweight","mix_final","BVDV_PI_origin_FINAL","age_ind_est_m","PV_pre2_final","BVDV1","BVDV_binary","mix_final_v1","BVDV_PI_origin_FINAL_v1","age","weight"
"982 000123435108","13","WN05","WN05QKPD0056",0,498,"yes no 2-3","no BVDV in cohort",21,"0","0",0,"yes no","no BVDV in cohort",0.21,0.498
"982 000123536601","2","BC04","BC04QFIL0193",1,390,"yes no 10+","TI but no PI in cohort",16,"1","4",1,"yes no","TI but no PI in cohort",0.16,0.39
"982 000123548992","8","KW04","KW04QHWM0435",0,360,"yes no no","no BVDV in cohort",13,"0","4",1,"yes no","no BVDV in cohort",0.13,0.36
"982 000123631403","2","BC04","BC04QFIL0193",1,482,"yes no 10+","TI but no PI in cohort",16,"1","4",1,"yes no","TI but no PI in cohort",0.16,0.482
"982 000123684227","14","YB07","YB07SA551689",1,460,"yes yes no","TI but no PI in cohort",24,"0","5",1,"yes yes","TI but no PI in cohort",0.24,0.46
"982 000123684276","14","YB07","YB07SA551689",0,474,"yes yes no","TI but no PI in cohort",24,"0","2",1,"yes yes","TI but no PI in cohort",0.24,0.474
"982 000123701870","8","KW04","KW04QHWM0435",0,374,"yes no no","no BVDV in cohort",13,"0","3",1,"yes no","no BVDV in cohort",0.13,0.374
"982 000123716490","4","CR05","CR05NE161292",1,423,"no no 10+","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.423
"982 000123784794","4","CR05","CR05NE161292",0,475,"no no 10+","PI animal in cohort",19,"0","0",0,"no no","PI animal in cohort",0.19,0.475
"982 000123785457","4","CR07","CR07ND430235",1,435,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.435
"982 000124067266","4","CR04","CR04NE506617",1,439,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.439
"982 000124096233","13","WN05","WN05QKPD0056",0,435,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.435
"982 000124134302","8","KW16","KW16QAJD2314",0,504,"yes yes no","no BVDV in cohort",23,"1","5",1,"yes yes","no BVDV in cohort",0.23,0.504
"982 000124151703","13","WN05","WN05QKPD0056",0,443,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.443
"982 000124160428","13","WN05","WN05QKPD0056",0,410,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.41
"982 000124160499","13","WN05","WN05QKPD0056",0,445,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.445
"982 000124160518","13","WN05","WN05QKPD0056",0,428,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.428
"982 000124220225","14","YB07","YB07SA551689",1,528,"yes yes no","TI but no PI in cohort",24,"0","4",1,"yes yes","TI but no PI in cohort",0.24,0.528
"982 000124224860","14","YB07","YB07SA551689",0,490,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.49
"982 000124227889","14","YB07","YB07SA551689",0,462,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.462
"982 000124230811","14","YB07","YB07SA551689",0,484,"yes yes no","TI but no PI in cohort",24,"0","5",1,"yes yes","TI but no PI in cohort",0.24,0.484
"982 000124264541","4","CR05","CR05NE161292",1,424,"no no 10+","PI animal in cohort",19,"0","3",1,"no no","PI animal in cohort",0.19,0.424
"982 000124591040","7","JL05","JL05ND292020",1,416,"yes no 4-9","TI but no PI in cohort",18,"0","3",1,"yes no","TI but no PI in cohort",0.18,0.416
"982 000124679450","13","WN05","WN05QKPD0056",0,432,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.432
"982 000124680049","13","WN05","WN05QKPD0056",0,400,"yes no 2-3","no BVDV in cohort",21,"0","2",1,"yes no","no BVDV in cohort",0.21,0.4
"982 000124699439","14","YB06","YB063MHDF012",1,464,"yes no 4-9","PI animal in group_28",20,"1","5",1,"yes no","PI animal before cohort",0.2,0.464
"982 000124733480","10","PC12","PC123DTNT072",1,411,"yes no 4-9","no BVDV in cohort",19,"0","0",0,"yes no","no BVDV in cohort",0.19,0.411
"982 000124750943","4","CR04","CR04NE506617",1,436,"yes no 10+","PI animals in original group",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.436
"982 000124757968","4","CR04","CR04NE506617",0,420,"yes no 10+","PI animals in original group",19,"0","5",1,"yes no","PI animal before cohort",0.19,0.42
"982 000124759743","4","CR04","CR04NE506617",1,412,"yes no 10+","PI animals in original group",19,"0","1",1,"yes no","PI animal before cohort",0.19,0.412
"982 000124771087","8","KW16","KW16QAJD2314",0,420,"yes yes no","no BVDV in cohort",23,"1","0",0,"yes yes","no BVDV in cohort",0.23,0.42
"982 000124875630","9","MG04","MG04QKBL0030",0,387,"yes no 4-9","PI animal in cohort",19,"0","5",1,"yes no","PI animal in cohort",0.19,0.387
"982 000124951015","4","CR09","CR09NF502677",0,412,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.412
"982 000124952872","4","CR09","CR09NF502677",1,490,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.49
"982 000134052727","14","YB07","YB07SA551689",0,542,"yes yes no","TI but no PI in cohort",24,"0","1",1,"yes yes","TI but no PI in cohort",0.24,0.542
"982 000134057601","2","BC05","BC05QFBI0158",0,456,"yes no 10+","TI but no PI in cohort",9,"0","4",1,"yes no","TI but no PI in cohort",0.09,0.456
"982 000134122195","14","YB06","YB06SA162317",0,416,"yes no 4-9","PI animals in original group",18,"0","5",1,"yes no","PI animal before cohort",0.18,0.416
"982 000134291986","10","PC17","PC173MHFH273",1,444,"yes no 10+","TI but no PI in cohort",16,"0","0",0,"yes no","TI but no PI in cohort",0.16,0.444
"982 000134293840","10","PC17","PC173MHFH273",1,497,"yes no 10+","TI but no PI in cohort",16,"0","0",0,"yes no","TI but no PI in cohort",0.16,0.497
"982 000134297308","10","PC17","PC173MHFH273",1,454,"yes no 10+","TI but no PI in cohort",16,"0","5",1,"yes no","TI but no PI in cohort",0.16,0.454
"982 000134425122","7","JL09","JL09NG083136",1,392,"yes no 2-3","no BVDV in cohort",26,"0","0",0,"yes no","no BVDV in cohort",0.26,0.392
"982 000134437259","4","CR09","CR09NK520997",0,427,"yes no 4-9","TI but no PI in cohort",17,"0","5",1,"yes no","TI but no PI in cohort",0.17,0.427
"982 000134449896","4","CR10","CR10NG380974",0,436,"yes no 10+","PI animal in group_28",19,"0","3",1,"yes no","PI animal before cohort",0.19,0.436
"982 000134459660","4","CR10","CR10NG380974",0,452,"yes no 10+","PI animal in group_28",19,"0","5",1,"yes no","PI animal before cohort",0.19,0.452
"982 000134503676","10","PC12","PC123DTDC045",1,449,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.449
"982 000134505208","10","PC12","PC123DTDC045",1,405,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.405
"982 000134505608","10","PC12","PC123DTDC045",1,447,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.447
"982 000134508748","10","PC12","PC123DTDC045",1,429,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.429
"982 000134512014","10","PC12","PC123DTDC045",1,444,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.444
"982 000134512760","10","PC12","PC123DTDC045",1,457,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.457
"982 000134513457","10","PC12","PC123DTDC045",1,445,"yes no 4-9","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.445
"982 000134513820","10","PC12","PC123DTDC045",1,443,"yes no 4-9","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.443
"982 000134514085","10","PC12","PC123DTDC045",1,443,"yes no 4-9","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.443
"982 000134514104","10","PC12","PC123DTDC045",1,450,"yes no 4-9","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.45
"982 000134514180","10","PC12","PC123DTDC045",1,458,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.458
"982 000134514207","10","PC12","PC123DTDC045",1,451,"yes no 4-9","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.451
"982 000134514331","10","PC12","PC123DTDC045",0,430,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.43
"982 000134514341","10","PC12","PC123DTDC045",1,430,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.43
"982 000134514406","10","PC12","PC123DTDC045",0,444,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.444
"982 000134517502","7","JL09","JL09NG083136",1,394,"yes no 2-3","no BVDV in cohort",26,"0","0",0,"yes no","no BVDV in cohort",0.26,0.394
"982 000134517693","7","JL09","JL09NG083136",1,422,"yes no 2-3","no BVDV in cohort",26,"0","0",0,"yes no","no BVDV in cohort",0.26,0.422
"982 000134519133","4","CR10","CR10NK520997",0,429,"yes no 10+","PI animal in cohort",18,"0","4",1,"yes no","PI animal in cohort",0.18,0.429
"982 000134694458","10","PC10","PC10NF320208",1,438,"no no 10+","TI but no PI in cohort",21,"0","3",1,"no no","TI but no PI in cohort",0.21,0.438
"982 000134708686","10","PC10","PC10NF320208",0,402,"no no 10+","TI but no PI in cohort",21,"0","5",1,"no no","TI but no PI in cohort",0.21,0.402
"982 000134718130","10","PC10","PC10NF320208",1,423,"no no 10+","TI but no PI in cohort",21,"0","2",1,"no no","TI but no PI in cohort",0.21,0.423
"982 000134812801","2","BC15","BC15QFBI0158",0,496,"yes no 10+","no BVDV in cohort",29,"0","5",1,"yes no","no BVDV in cohort",0.29,0.496
"982 000134850090","10","PC09","PC093YRJL062",1,459,"yes no 4-9","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.459
"982 000135583522","10","PC07","PC07NH320324",1,451,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.451
"982 000135587386","10","PC07","PC07NH320324",0,465,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.465
"982 000135587822","10","PC07","PC07NH320324",1,427,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.427
"982 000135588581","10","PC07","PC07NH320324",1,444,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.444
"982 000135589052","10","PC07","PC07NH320324",0,497,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.497
"982 000135601757","10","PC07","PC07NH320324",0,457,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.457
"982 000135824417","4","CR12","CR12NK251301",1,434,"yes no 10+","TI but no PI in cohort",19,"0","5",1,"yes no","TI but no PI in cohort",0.19,0.434
"982 000135841135","10","PC07","PC073WARC033",1,458,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.458
"982 000135841551","10","PC07","PC073WARC033",0,474,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.474
"982 000135860400","10","PC07","PC073WARC033",1,464,"yes no 4-9","no BVDV in cohort",16,"0","0",0,"yes no","no BVDV in cohort",0.16,0.464
"982 000135953582","1","AS04","AS043DTGW036",0,496,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.496
"982 000135955093","1","AS04","AS043DTGW036",0,462,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.462
"982 000135955250","1","AS04","AS043DTGW036",0,493,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.493
"982 000135955439","1","AS04","AS043DTGW036",0,428,"yes no no","TI but no PI in cohort",14,"0","0",0,"yes no","TI but no PI in cohort",0.14,0.428
"982 000135973023","14","YB03","YB033TWFW044",0,504,"no no 10+","PI animal in cohort",24,"0","1",1,"no no","PI animal in cohort",0.24,0.504
"982 000135984057","14","YB03","YB033TWFW044",1,472,"no no 10+","PI animal in cohort",24,"0","1",1,"no no","PI animal in cohort",0.24,0.472
"982 000135985368","14","YB03","YB033TWFW044",1,434,"no no 10+","PI animal in cohort",24,"0","4",1,"no no","PI animal in cohort",0.24,0.434
"982 000135990912","14","YB03","YB033TWFW044",1,472,"no no 10+","PI animal in cohort",24,"0","0",0,"no no","PI animal in cohort",0.24,0.472
"982 000136152632","2","BC05","BC05QDBI0015",0,456,"no no 10+","TI but no PI in cohort",15,"0","0",0,"no no","TI but no PI in cohort",0.15,0.456
"982 000136154400","2","BC05","BC05QDBI0015",1,426,"no no 10+","TI but no PI in cohort",15,"0","0",0,"no no","TI but no PI in cohort",0.15,0.426
"982 000136168963","7","JL06","JL06NH460052",0,376,"yes no 2-3","PI animal in cohort",21,"0","0",0,"yes no","PI animal in cohort",0.21,0.376
"982 000136169349","7","JL06","JL06NH460052",0,320,"yes no 2-3","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.32
"982 000136171985","2","BC05","BC05QDBI0015",0,448,"no no 10+","TI but no PI in cohort",15,"0","0",0,"no no","TI but no PI in cohort",0.15,0.448
"982 000136269364","1","AS03","AS03NE272494",1,483,"yes no 10+","TI but no PI in cohort",19,"0","5",1,"yes no","TI but no PI in cohort",0.19,0.483
"982 000136317836","10","PC07","PC07NH320324",1,439,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.439
"982 000136320552","8","KW13","KW13QKTA0504",0,352,"yes no no","no BVDV in cohort",15,"0","0",0,"yes no","no BVDV in cohort",0.15,0.352
"982 000136370375","14","YB07","YB07SA551689",0,522,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.522
"982 000136370731","14","YB07","YB07SA551689",0,490,"yes yes no","TI but no PI in cohort",24,"0","4",1,"yes yes","TI but no PI in cohort",0.24,0.49
"982 000136527227","4","CR06","CR06NK020271",0,475,"yes no 10+","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.475
"982 000136527797","4","CR11","CR11NE431707",0,418,"yes no 4-9","PI animal in cohort",16,"1","5",1,"yes no","PI animal in cohort",0.16,0.418
"982 000136540426","13","WN05","WN05QKPD0056",0,409,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.409
"982 000136540496","13","WN05","WN05QKPD0056",0,506,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.506
"982 000136540507","13","WN05","WN05QKPD0056",0,478,"yes no 2-3","no BVDV in cohort",21,"0","5",1,"yes no","no BVDV in cohort",0.21,0.478
"982 000136540717","13","WN05","WN05QKPD0056",0,470,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.47
"982 000136540806","13","WN05","WN05QKPD0056",0,433,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.433
"982 000136540968","13","WN05","WN05QKPD0056",0,414,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.414
"982 000136540983","13","WN05","WN05QKPD0056",0,430,"yes no 2-3","no BVDV in cohort",21,"0","0",0,"yes no","no BVDV in cohort",0.21,0.43
"982 000136541067","13","WN05","WN05QKPD0056",0,445,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.445
"982 000136544887","13","WN05","WN05QKPD0056",0,407,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.407
"982 000136544927","13","WN05","WN05QKPD0056",0,411,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.411
"982 000136545259","13","WN05","WN05QKPD0056",0,423,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.423
"982 000136565824","13","WN05","WN05QKPD0056",0,453,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.453
"982 000136565865","13","WN05","WN05QKPD0056",0,428,"yes no 2-3","no BVDV in cohort",21,"0","5",1,"yes no","no BVDV in cohort",0.21,0.428
"982 000136566141","13","WN05","WN05QKPD0056",0,442,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.442
"982 000136566292","13","WN05","WN05QKPD0056",0,414,"yes no 2-3","no BVDV in cohort",21,"0","0",0,"yes no","no BVDV in cohort",0.21,0.414
"982 000136566392","13","WN05","WN05QKPD0056",0,462,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.462
"982 000136566405","13","WN05","WN05QKPD0056",0,442,"yes no 2-3","no BVDV in cohort",21,"0","0",0,"yes no","no BVDV in cohort",0.21,0.442
"982 000136566717","13","WN05","WN05QKPD0056",0,414,"yes no 2-3","no BVDV in cohort",21,"0","2",1,"yes no","no BVDV in cohort",0.21,0.414
"982 000136566819","13","WN05","WN05QKPD0056",0,415,"yes no 2-3","no BVDV in cohort",21,"0","5",1,"yes no","no BVDV in cohort",0.21,0.415
"982 000136566871","13","WN05","WN05QKPD0056",0,475,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.475
"982 000136566900","13","WN05","WN05QKPD0056",0,464,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.464
"982 000136566973","13","WN05","WN05QKPD0056",0,474,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.474
"982 000136566990","13","WN05","WN05QKPD0056",0,444,"yes no 2-3","no BVDV in cohort",21,"0","1",1,"yes no","no BVDV in cohort",0.21,0.444
"982 000136566996","13","WN05","WN05QKPD0056",0,474,"yes no 2-3","no BVDV in cohort",21,"0","1",1,"yes no","no BVDV in cohort",0.21,0.474
"982 000136567000","13","WN05","WN05QKPD0056",0,442,"yes no 2-3","no BVDV in cohort",21,"0","5",1,"yes no","no BVDV in cohort",0.21,0.442
"982 000136567006","13","WN05","WN05QKPD0056",0,472,"yes no 2-3","no BVDV in cohort",21,"0","5",1,"yes no","no BVDV in cohort",0.21,0.472
"982 000136567012","13","WN05","WN05QKPD0056",0,417,"yes no 2-3","no BVDV in cohort",21,"0","4",1,"yes no","no BVDV in cohort",0.21,0.417
"982 000136567013","13","WN05","WN05QKPD0056",0,416,"yes no 2-3","no BVDV in cohort",21,"0","1",1,"yes no","no BVDV in cohort",0.21,0.416
"982 000136567077","13","WN05","WN05QKPD0056",0,437,"yes no 2-3","no BVDV in cohort",21,"0","3",1,"yes no","no BVDV in cohort",0.21,0.437
"982 000136567155","13","WN05","WN05QKPD0056",0,478,"yes no 2-3","no BVDV in cohort",21,"0","2",1,"yes no","no BVDV in cohort",0.21,0.478
"982 000136567289","13","WN05","WN05QKPD0056",0,467,"yes no 2-3","no BVDV in cohort",21,"0","1",1,"yes no","no BVDV in cohort",0.21,0.467
"982 000136719034","10","PC07","PC073WARC033",1,421,"yes no 4-9","no BVDV in cohort",16,"0","4",1,"yes no","no BVDV in cohort",0.16,0.421
"982 000136719225","10","PC07","PC073WARC033",1,392,"yes no 4-9","no BVDV in cohort",16,"0","4",1,"yes no","no BVDV in cohort",0.16,0.392
"982 000136736425","2","BC12","BC12QAWD0302",0,448,"no no no","no BVDV in cohort",19,"0","4",1,"no no","no BVDV in cohort",0.19,0.448
"982 000136757034","8","KW12","KW12QJJD0200",0,404,"yes no 2-3","no BVDV in cohort",13,"1","4",1,"yes no","no BVDV in cohort",0.13,0.404
"982 000136757147","8","KW12","KW12QJJD0200",0,414,"yes no 2-3","no BVDV in cohort",13,"1","5",1,"yes no","no BVDV in cohort",0.13,0.414
"982 000136758021","14","YB03","YB033TWFW044",0,454,"no no 10+","PI animal in cohort",24,"0","2",1,"no no","PI animal in cohort",0.24,0.454
"982 000136773095","14","YB03","YB033TWFW044",1,502,"no no 10+","PI animal in cohort",24,"0","0",0,"no no","PI animal in cohort",0.24,0.502
"982 000136817091","2","BC11","BC11QGST0112",1,454,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.454
"982 000136818296","2","BC11","BC11QGST0112",1,440,"yes no 4-9","PI animal in cohort",11,"1","0",0,"yes no","PI animal in cohort",0.11,0.44
"982 000136818454","2","BC11","BC11QGST0112",0,450,"yes no 4-9","PI animal in cohort",11,"1","1",1,"yes no","PI animal in cohort",0.11,0.45
"982 000136883095","10","PC07","PC07NH320324",1,464,"no no 4-9","no BVDV in cohort",18,"0","0",0,"no no","no BVDV in cohort",0.18,0.464
"982 000136931117","7","JL04","JL04NB045624",1,390,"no no 2-3","no BVDV in cohort",17,"0","0",0,"no no","no BVDV in cohort",0.17,0.39
"982 000136946131","4","CR17","CR17NA283823",0,463,"yes no 4-9","PI animal in cohort",23,"0","0",0,"yes no","PI animal in cohort",0.23,0.463
"982 000137129346","4","CR07","CR07NB380190",1,452,"no no 10+","PI animal in cohort",11,"0","5",1,"no no","PI animal in cohort",0.11,0.452
"982 000137132433","4","CR07","CR07NB380190",0,400,"no no 10+","PI animal in cohort",11,"0","5",1,"no no","PI animal in cohort",0.11,0.4
"982 000137137281","4","CR07","CR07NB380190",0,446,"no no 10+","PI animal in cohort",11,"0","4",1,"no no","PI animal in cohort",0.11,0.446
"982 000137226755","4","CR11","CR11NE431707",0,464,"yes no 4-9","PI animal in cohort",16,"1","3",1,"yes no","PI animal in cohort",0.16,0.464
"982 000137314594","4","CR13","CR13NE020879",1,470,"no no 10+","PI animals in original group",21,"0","0",0,"no no","PI animal before cohort",0.21,0.47
"982 000137552848","4","CR11","CR11NE431707",0,440,"yes no 4-9","PI animal in cohort",16,"1","0",0,"yes no","PI animal in cohort",0.16,0.44
"982 000137585923","14","YB06","YB06SA162317",0,396,"yes no 4-9","PI animals in original group",18,"0","5",1,"yes no","PI animal before cohort",0.18,0.396
"982 000137781895","8","KW16","KW16QAJD2314",1,520,"yes yes no","no BVDV in cohort",23,"1","0",0,"yes yes","no BVDV in cohort",0.23,0.52
"982 000137873494","4","CR13","CR13ND020367",0,480,"yes no 10+","PI animal in cohort",21,"0","4",1,"yes no","PI animal in cohort",0.21,0.48
"982 000137889292","9","MG09","MG09QBBL0210",0,393,"yes no 2-3","no BVDV in cohort",22,"0","4",1,"yes no","no BVDV in cohort",0.22,0.393
"982 000137889846","9","MG09","MG09QBBL0210",0,396,"yes no 2-3","no BVDV in cohort",22,"0","3",1,"yes no","no BVDV in cohort",0.22,0.396
"982 000137890039","9","MG09","MG09QBBL0210",0,432,"yes no 2-3","no BVDV in cohort",22,"0","1",1,"yes no","no BVDV in cohort",0.22,0.432
"982 000137893192","9","MG09","MG09QBBL0210",0,406,"yes no 2-3","no BVDV in cohort",22,"0","2",1,"yes no","no BVDV in cohort",0.22,0.406
"982 000137941154","7","JL09","JL09NG083136",0,458,"yes no 2-3","no BVDV in cohort",26,"0","0",0,"yes no","no BVDV in cohort",0.26,0.458
"982 000138000828","14","YB07","YB07SA551689",0,524,"yes yes no","TI but no PI in cohort",24,"0","5",1,"yes yes","TI but no PI in cohort",0.24,0.524
"982 000138232512","10","PC09","PC093YRJL062",1,404,"yes no 4-9","no BVDV in cohort",22,"0","5",1,"yes no","no BVDV in cohort",0.22,0.404
"982 000138246194","4","CR09","CR09NF502677",0,480,"yes no 4-9","TI but no PI in cohort",17,"1","5",1,"yes no","TI but no PI in cohort",0.17,0.48
"982 000138287075","10","PC07","PC073WARC033",1,446,"yes no 4-9","no BVDV in cohort",16,"0","5",1,"yes no","no BVDV in cohort",0.16,0.446
"982 000138288818","10","PC07","PC073WARC033",1,394,"yes no 4-9","no BVDV in cohort",16,"0","4",1,"yes no","no BVDV in cohort",0.16,0.394
"982 000138338018","10","PC17","PC17SA202331",1,436,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.436
"982 000138345774","10","PC17","PC17SA202331",1,450,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.45
"982 000138361944","10","PC17","PC17SA202331",1,477,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.477
"982 000138362162","10","PC17","PC17SA202331",1,450,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.45
"982 000138371761","10","PC17","PC17SA202331",1,465,"no no 10+","TI but no PI in cohort",21,"0","1",1,"no no","TI but no PI in cohort",0.21,0.465
"982 000138372885","10","PC17","PC17SA202331",1,436,"no no 10+","TI but no PI in cohort",21,"0","0",0,"no no","TI but no PI in cohort",0.21,0.436
"982 000138407867","2","BC11","BC11QGST0112",0,432,"yes no 4-9","PI animal in cohort",11,"1","4",1,"yes no","PI animal in cohort",0.11,0.432
"982 000138498842","14","YB07","YB07SA551689",0,474,"yes yes no","TI but no PI in cohort",24,"0","3",1,"yes yes","TI but no PI in cohort",0.24,0.474
"982 000138534507","10","PC11","PC113ALBT124",1,405,"yes no 4-9","PI animal in cohort",16,"0","4",1,"yes no","PI animal in cohort",0.16,0.405
"982 000138539861","10","PC11","PC113ALBT124",0,430,"yes no 4-9","PI animal in cohort",16,"0","5",1,"yes no","PI animal in cohort",0.16,0.43
"982 000138539898","10","PC11","PC113ALBT124",1,411,"yes no 4-9","PI animal in cohort",16,"0","2",1,"yes no","PI animal in cohort",0.16,0.411
"982 000138634920","7","JL04","JL04NB045624",1,392,"no no 2-3","no BVDV in cohort",17,"0","0",0,"no no","no BVDV in cohort",0.17,0.392
"982 000138635289","7","JL04","JL04NB045624",1,392,"no no 2-3","no BVDV in cohort",17,"0","5",1,"no no","no BVDV in cohort",0.17,0.392
"982 000138635460","7","JL04","JL04NB045624",0,376,"no no 2-3","no BVDV in cohort",17,"0","0",0,"no no","no BVDV in cohort",0.17,0.376
"982 000138635598","7","JL04","JL04NB045624",1,392,"no no 2-3","no BVDV in cohort",17,"0","0",0,"no no","no BVDV in cohort",0.17,0.392
"982 000138635822","7","JL04","JL04NB045624",1,402,"no no 2-3","no BVDV in cohort",17,"0","5",1,"no no","no BVDV in cohort",0.17,0.402
"982 000138636186","7","JL04","JL04NB045624",0,370,"no no 2-3","no BVDV in cohort",17,"0","1",1,"no no","no BVDV in cohort",0.17,0.37
"982 000138636254","7","JL04","JL04NB045624",1,448,"no no 2-3","no BVDV in cohort",17,"0","0",0,"no no","no BVDV in cohort",0.17,0.448
"982 000138651555","4","CR10","CR10NK520997",1,488,"yes no 10+","PI animal in cohort",18,"0","1",1,"yes no","PI animal in cohort",0.18,0.488
"982 000138655518","4","CR10","CR10NG380974",1,435,"yes no 10+","PI animal in group_28",19,"0","4",1,"yes no","PI animal before cohort",0.19,0.435
